Source,Mean error,Total error,mean error as % of max val,total error as % of max val
/Users/lisavind/Documents/GitHub/VLBI_group_delay/quasarModel/fits/fits_files/J0004-4736/J0004-4736_S_2017_07_17_pet_map.fits,1.8132476044988996e-06,0.47533198003375954,0.0006137166448416953,160.88213614538137
/Users/lisavind/Documents/GitHub/VLBI_group_delay/quasarModel/fits/fits_files/J0004-4736/J0004-4736_X_2017_07_17_pet_map.fits,1.1831817353227175e-05,3.1016399282443845,0.005557601220223917,1456.8918142743785
