Source,Amplitude,X0,Y0,Sigma_x,Sigma_y,theta
/Users/lisavind/Documents/GitHub/VLBI_group_delay/quasarModel/fits/fits_files/J0004-4736/J0004-4736_S_2017_07_17_pet_map.fits
Gauss #1,0.2945413132346811,255.0834143116087,256.21989723396365,5.256165380609892,46.8737646121135,-0.26076878552009025
/Users/lisavind/Documents/GitHub/VLBI_group_delay/quasarModel/fits/fits_files/J0004-4736/J0004-4736_X_2017_07_17_pet_map.fits
Gauss #1,0.1983587548550308,254.9824842166723,255.47054813245836,5.359634830274625,38.44805852141977,-0.2663671695411448
Gauss #2,0.19766772359464407,255.46768244158991,257.3387132410351,5.346195064581735,38.40266742289163,-0.26630615902834476
